Name;Length;WingSpan;WingArea;EmptyMass;MaxFuelMass;CritAirSpd;CritAirSpdMach;CritGearSpd;CombatFlaps;TakeoffFlaps;CritFlapsSpd;CritWingOverload;NumEngines;RPM;MaxNitro;NitroConsum;CritAoA
f4f-3;8.8138;11.582;24.15;2875.0;381.5;826.0;0.75;320.0;0;33.0;0.1,420.0,1.0,420.4;-80000.0,222969.0;1;400.0,2700.0,2950.0;0.0;0;17.0,-12.5,16.0,-15.0
f4f-4;8.8138;11.582;24.15;3020.5;381.5;826.0;0.75;320.0;0;33.0;0.1,420.0,1.0,420.4;-80000.0,222969.0;1;400.0,2700.0,2950.0;0.0;0;17.0,-12.5,16.0,-15.0
f4f-4_martlet_mk4;8.712;11.582;24.15;3020.5;381.5;826.0;0.7;320.0;0;33.0;0.1,420.0,1.0,420.4;-80000.0,222969.0;1;400.0,2500.0,2850.0;0.0;0;17.0,-12.5,16.0,-15.0
f4u-1a;10.26;12.49;29.172;4538.0;975.0;885.0;0.82;730.0;20.0;33.0;0.2,388.0,0.33,330.0,1.0,253.0;-106792.0,300352.0;1;600.0,2700.0,3060.0;39.0;0;18.0,-12.0,15.8,-18.5
f4u-1a_usmc;10.26;12.49;29.172;4506.0;975.0;885.0;0.82;730.0;20.0;33.0;0.2,388.0,0.33,330.0,1.0,253.0;-106792.0,300352.0;1;600.0,2700.0,3060.0;39.0;0;18.0,-12.0,15.8,-18.5
f4u-1c;10.26;12.49;29.172;4696.0;645.0;885.0;0.82;730.0;20.0;33.0;0.2,388.0,0.33,330.0,1.0,253.0;-106792.0,300352.0;1;600.0,2700.0,3060.0;39.0;0;18.0,-12.0,15.8,-18.5
f4u-1d;10.26;12.49;29.172;4580.0;645.0;885.0;0.82;730.0;20.0;33.0;0.2,388.0,0.33,330.0,1.0,253.0;-106792.0,300352.0;1;600.0,2700.0,3060.0;39.0;0;18.0,-12.0,15.8,-18.5
f4u-4;10.33;12.49;29.172;4697.0;636.0;885.0;0.82;730.0;20.0;60.0;0.2,388.0,0.33,330.0,1.0,253.0;-106792.0,300352.0;1;600.0,2800.0,3120.0;45.0;0;18.0,-12.0,16.5,-18.5
f4u-4b;10.33;12.49;29.172;4785.0;636.0;885.0;0.82;730.0;20.0;60.0;0.2,388.0,0.33,330.0,1.0,253.0;-106792.0,300352.0;1;600.0,2800.0,3120.0;45.0;0;18.0,-12.0,16.5,-18.5
f4u-6_au-1;10.52;12.49;29.172;4993.0;636.0;885.0;0.82;730.0;20.0;60.0;0.2,388.0,0.33,330.0,1.0,253.0;-106792.0,300352.0;1;600.0,2800.0,3120.0;45.0;0;18.0,-12.0,16.5,-18.5
f4u-7;10.52;12.49;29.172;4961.0;636.0;885.0;0.82;730.0;20.0;60.0;0.2,388.0,0.33,330.0,1.0,253.0;-106792.0,300352.0;1;600.0,2800.0,3120.0;45.0;0;18.0,-12.0,16.5,-18.5
f6f-3;10.312;13.056;31.029;4648.0;681.301;855.0;0.81;375.0;20.0;33.0;0.1,510.0,1.0,310.0;-132050.0,330100.0;1;600.0,2701.0,3060.0;54.0;0;15.8,-12.0,15.3,-13.0
f6f-5;10.312;13.056;31.029;4648.0;681.301;855.0;0.81;375.0;20.0;33.0;0.1,510.0,1.0,310.0;-132050.0,330100.0;1;600.0,2701.0,3060.0;54.0;0;15.8,-12.0,15.3,-13.0
f6f-5_france;10.312;13.056;31.029;4648.0;681.301;855.0;0.81;375.0;20.0;33.0;0.1,510.0,1.0,310.0;-132050.0,330100.0;1;600.0,2701.0,3060.0;54.0;0;15.8,-12.0,15.3,-13.0
f6f-5n;10.312;13.056;30.9217;4780.0;681.301;855.0;0.81;375.0;20.0;33.0;0.1,510.0,1.0,310.0;-132050.0,330100.0;1;600.0,2701.0,3060.0;54.0;0;15.8,-12.0,15.3,-13.0
f6f-5n_france;10.312;13.056;30.9217;4780.0;681.301;855.0;0.81;375.0;20.0;33.0;0.1,510.0,1.0,310.0;-132050.0,330100.0;1;600.0,2701.0,3060.0;54.0;0;15.8,-12.0,15.3,-13.0
f7f1;13.6271;;;8106.0;1143.0;;;463.0;20.0;33.0;0.1,477.8,1.0,277.8;;;;121.0;0;
f7f3;13.6271;;;8266.0;1236.0;;;463.0;20.0;33.0;0.1,477.8,1.0,277.8;;;;121.0;0;
f8f1;8.382;10.82;24.668;3640.0;505.0;827.0;0.85;340.0;20.0;33.0;0.1,640.0,1.0,427.0;-113076.0,220000.0;1;600.0,2801.0,3100.0;54.5;0;16.1,-14.0,12.2,-18.5
f8f1b;8.382;10.82;24.668;3735.0;504.2;827.0;0.85;340.0;20.0;33.0;0.1,640.0,1.0,427.0;-113076.0,220000.0;1;600.0,2801.0,3100.0;54.5;0;16.1,-14.0,12.2,-18.5
f8f1b_france;8.382;10.82;24.668;3735.0;504.2;827.0;0.85;340.0;20.0;33.0;0.1,640.0,1.0,427.0;-113076.0,220000.0;1;600.0,2801.0,3100.0;54.5;0;16.1,-14.0,12.2,-18.5
f8u-2;16.52;10.8204;34.84;8235.0;3926.0;1555.0;2.1;428.0;20.0;33.0;0.1,1170.0,0.2,1070.0,0.3,730.0,1.0,583.0;-291000.0,580500.0;1;3650.0,6400.0,6520.0;0.0;0;23.5,-22.5,17.0,-20.0
f9f-2;11.46;;;4650.0;2723.0;;;400.0;20.0;33.0;0.1,607.0,1.0,310.0;;;;85.0;0;
f9f-5;11.46;;;5040.0;2957.0;;;410.0;20.0;33.0;0.1,607.0,1.0,380.0;;;;85.0;0;
f9f-8;12.73;;;5900.0;3018.0;;;410.0;0;33.0;0.1,620.0,1.0,410.0;;;;0.0;0;
f_100d;13.533;;;9551.0;3501.0;;;447.0;20.0;33.0;0.2,620.4,1.0,435.0;;1;5400.0,9810.0,10400.0;0.0;0;
f_100f;15.8;;;10650.0;3501.0;;;447.0;20.0;33.0;0.2,620.4,1.0,435.0;;1;5400.0,9810.0,10400.0;0.0;0;
f_101c;20.54;12.1;36.14;12309.0;6630.0;1540.0;1.8;463.0;0;33.0;0.2,620.4,1.0,555.0;-320000.0,900000.0;1;5400.0,9920.0,10400.0;0.0;0;23.0,-20.0,21.0,-17.0
f_102a_greece;14.77;11.67;64.8;8860.0;4483.0;1274.0;1.6;453.0;0;33.0;0.2,1300.0,0.33,389.0,1.0,389.0;-320000.0,650000.0;1;5400.0,9810.0,10400.0;0.0;0;25.0,-22.0,25.0,-22.0
f_102a_late;14.77;11.67;64.8;8860.0;4483.0;1274.0;1.6;453.0;0;33.0;0.2,1300.0,0.33,389.0,1.0,389.0;-320000.0,650000.0;1;5400.0,9810.0,10400.0;0.0;0;25.0,-22.0,25.0,-22.0
f_104a;16.7;6.69;17.28;5987.0;2677.0;1555.0;2.3;546.0;0;33.0;0.2,2350.0,0.32,833.0,1.0,444.0;-180000.0,370000.0;1;4900.0,7510.0,10000.0;0.0;0;16.0,-15.0,20.0,-19.0
f_104c;16.7;6.69;17.28;6110.0;2639.0;1555.0;2.3;546.0;0;33.0;0.2,2350.0,0.32,833.0,1.0,444.0;-200000.0,390000.0;1;4900.0,7510.0,10000.0;0.0;0;16.0,-15.0,20.0,-19.0
f_104g;16.7;6.69;17.28;6427.0;2642.0;1555.0;2.3;546.0;0;33.0;0.2,2350.0,0.32,833.0,1.0,444.0;-200000.0,420000.0;1;4900.0,7510.0,10000.0;0.0;0;16.0,-15.0,20.0,-19.0
f_104g_italy;16.7;6.69;17.28;6427.0;2642.0;1555.0;2.3;546.0;0;33.0;0.2,2350.0,0.32,833.0,1.0,444.0;-200000.0,420000.0;1;4900.0,7510.0,10000.0;0.0;0;16.0,-15.0,20.0,-19.0
f_104j;16.7;6.69;17.28;6357.0;2642.0;1555.0;2.3;546.0;0;33.0;0.2,2350.0,0.32,833.0,1.0,444.0;-200000.0,390000.0;1;4900.0,7510.0,10000.0;0.0;0;16.0,-15.0,20.0,-19.0
f_104s;16.7;6.69;17.28;6725.0;2948.0;1555.0;2.3;546.0;0;33.0;0.2,2350.0,0.32,833.0,1.0,444.0;-220000.0,450000.0;1;4900.0,7650.0,10000.0;0.0;0;16.0,-15.0,20.0,-19.0
f_104s_asa;16.7;6.69;17.28;6725.0;2948.0;1555.0;2.3;546.0;0;33.0;0.2,2350.0,0.32,833.0,1.0,444.0;-220000.0,450000.0;1;4900.0,7650.0,10000.0;0.0;0;16.0,-15.0,20.0,-19.0
f_104s_cb;16.7;6.69;17.28;6725.0;2948.0;1555.0;2.3;546.0;0;33.0;0.2,2350.0,0.32,833.0,1.0,444.0;-220000.0,450000.0;1;4900.0,7650.0,10000.0;0.0;0;16.0,-15.0,20.0,-19.0
f_105d;19.6;10.63;36.0;12550.0;3420.0;1575.0;2.3;546.0;20.0;33.0;0.2,2350.0,0.32,833.0,1.0,490.0;-370000.0,900000.0;1;4900.0,8940.0,10000.0;0.0;0;25.0,-20.0,24.0,-20.0
f_106a_1972;14.77;11.67;64.8;11030.0;5801.0;1460.0;2.1;426.0;0;33.0;0.2,1300.0,0.33,389.0,1.0,389.0;-340000.0,830000.0;1;4900.0,8940.0,10000.0;0.0;0;29.0,-22.0,29.0,-22.0
f_111a;22.2;;;20900.0;18528.0;1467.0;;611.0;20.0;60.0;0.2,800.0,0.33,611.0,1.0,555.0;;1;6500.0,14200.0,15500.0;0.0;0;
f_111c;22.2;;;21500.0;22228.0;1467.0;;611.0;20.0;60.0;0.2,800.0,0.33,611.0,1.0,555.0;;1;6500.0,14200.0,15500.0;0.0;0;
f_111f;22.2;;;21863.0;22228.0;1467.0;;611.0;20.0;60.0;0.2,800.0,0.33,611.0,1.0,555.0;;1;6500.0,14200.0,15500.0;0.0;0;
f_117;19.4;13.2;75.0;13270.0;8255.0;1021.0;0.96;555.0;0;90.0;0.2,1018.0,1.0,481.0;-300000.0,600000.0;1;8500.0,13350.0,15000.0;0.0;0;29.0,-20.0,29.0,-20.0
f_14a_early;16.7;;;18350.0;9076.0;1400.0;;518.0;20.0;40.0;0.2,1200.0,0.33,926.0,1.0,416.0;;1;6500.0,14800.0,15500.0;0.0;0;
f_14a_iriaf;16.7;;;18350.0;9076.0;1400.0;;518.0;20.0;40.0;0.2,1200.0,0.33,926.0,1.0,416.0;;1;6500.0,14800.0,15500.0;0.0;0;
f_14b;16.7;;;19400.0;9076.0;1400.0;;518.0;20.0;40.0;0.2,1200.0,0.33,926.0,1.0,416.0;;1;6500.0,14675.0,15500.0;0.0;0;
f_14d;16.7;;;19400.0;9076.0;1400.0;;518.0;20.0;40.0;0.2,1200.0,0.33,926.0,1.0,416.0;;1;6500.0,14675.0,15500.0;0.0;0;
f_15a;19.4;13.06;56.46;12380.0;10590.0;1629.0;2.4;700.0;0;90.0;0.2,1018.0,1.0,481.0;-390000.0,1120000.0;1;8500.0,12960.0,15500.0;0.0;0;30.0,-20.0,29.0,-22.0
f_15c_baz_msip;19.4;13.06;56.46;13470.0;15795.0;1629.0;2.4;700.0;0;90.0;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;1;8500.0,12960.0,15500.0;0.0;0;30.0,-20.0,29.0,-22.0
f_15c_golden_eagle;19.4;13.06;56.46;13470.0;15795.0;1629.0;2.4;700.0;0;90.0;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;1;8500.0,12960.0,15500.0;0.0;0;30.0,-20.0,29.0,-22.0
f_15c_msip2;19.4;13.06;56.46;13470.0;15795.0;1629.0;2.4;700.0;0;90.0;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;1;8500.0,12960.0,15500.0;0.0;0;30.0,-20.0,29.0,-22.0
f_15e;19.4;13.06;56.46;15120.0;15795.0;1629.0;2.55;700.0;0;90.0;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;1;9900.0,14000.0,14200.0;0.0;0;30.0,-20.0,29.0,-22.0
f_15i_raam;19.4;13.06;56.46;15260.0;15795.0;1629.0;2.55;700.0;0;90.0;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;1;9900.0,14000.0,14200.0;0.0;0;30.0,-20.0,29.0,-22.0
f_15j;19.4;13.06;56.46;12820.0;11478.0;1629.0;2.4;700.0;0;90.0;0.2,1018.0,1.0,481.0;-390000.0,1120000.0;1;8500.0,12960.0,15500.0;0.0;0;30.0,-20.0,29.0,-22.0
f_15j_kai;19.4;13.06;56.46;13030.0;11479.0;1629.0;2.4;700.0;0;90.0;0.2,1018.0,1.0,481.0;-400000.0,1190000.0;1;8500.0,12960.0,15500.0;0.0;0;30.0,-20.0,29.0,-22.0
f_16a_block_10;15.1;9.44;27.9;7570.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_10_mod;15.1;9.44;27.9;7600.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_10_norway;15.1;9.44;27.9;7570.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_15_adf;15.1;9.44;27.9;7850.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_15_adf_italy;15.1;9.44;27.9;7850.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_15_belgium;15.1;9.44;27.9;7850.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_15_ocu_belgium;15.1;9.44;27.9;7850.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_15_ocu_thailand;15.1;9.44;27.9;7850.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_20_mlu;15.1;9.44;27.9;7870.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_5_netherlands;15.1;9.44;27.9;7570.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16a_block_72v_china;15.1;9.44;27.9;7950.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-380000.0,790000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16aj;15.1;9.44;27.9;7570.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16am_block_15_mlu_belgium;15.1;9.44;27.9;7850.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-370000.0,740000.0;1;8500.0,13100.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16c_block_40_barak_2;15.1;9.44;27.9;8860.0;6335.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-400000.0,770000.0;1;6500.0,14675.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16c_block_50;15.1;9.44;27.9;9031.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-400000.0,770000.0;1;6500.0,15050.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16c_block_52_aesa;15.1;9.44;27.9;8956.0;6398.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-400000.0,770000.0;1;9900.0,14000.0,14200.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16d_block_40_barak_2;15.1;9.44;27.9;9018.0;5936.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-400000.0,770000.0;1;6500.0,14675.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16i_sufa;15.1;9.44;27.9;8930.0;7105.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-400000.0,770000.0;1;9900.0,14000.0,14200.0;0.0;0;29.0,-20.0,29.0,-20.0
f_16xl;16.7;10.7;53.8;8670.0;7385.0;1555.0;2.2;482.0;0;99.0;0.2,1018.0,1.0,463.0;-400000.0,810000.0;1;8500.0,13100.0,15500.0;0.0;0;37.0,-26.0,37.0,-26.0
f_2000a;19.4;11.0;51.4;11220.0;7110.0;1607.0;2.46;700.0;0;90.0;0.2,1018.0,1.0,481.0;-430000.0,810000.0;1;8500.0,13100.0,15500.0;0.0;0;37.0,-32.0,36.0,-31.0
f_20a;14.4;8.14;18.6;5965.0;3427.0;1527.0;2.0;482.0;20.0;99.0;0.2,1296.0,1.0,463.0;-250000.0,480000.0;1;8500.0,13350.0,15000.0;0.0;0;27.0,-24.0,28.0,-24.0
f_222_2;21.572;36.0;186.0;10800.0;4467.0;450.0;0.75;450.0;0;33.0;0.05,520.4,1.0,320.4;-220725.0,441450.0;4;600.0,2400.0,2600.0;0.0;0;20.0,-18.0,19.0,-18.0
f_2a;16.0;11.0;34.8;9530.0;8377.0;1555.0;2.1;482.0;0;99.0;0.2,1018.0,1.0,463.0;-410000.0,800000.0;1;6500.0,15050.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_2a_adtw;16.0;11.0;34.8;9530.0;8377.0;1555.0;2.1;482.0;0;99.0;0.2,1018.0,1.0,463.0;-410000.0,800000.0;1;6500.0,15050.0,15500.0;0.0;0;29.0,-20.0,29.0,-20.0
f_47n_25_re_china;10.617;12.954;29.98;5426.42;1516.0;950.0;0.95;450.0;20.0;33.0;0.1,520.4,1.0,300.0;-330281.0,440375.0;1;600.0,2800.0,3100.0;113.56;0;17.0,-13.4,16.0,-12.2
f_5a;14.48;;;4180.0;3099.0;1380.0;;444.0;20.0;99.0;0.2,926.0,1.0,555.0;;1;5500.0,16500.0,17500.0;0.0;0;
f_5ag;14.48;;;4180.0;3099.0;1380.0;;444.0;20.0;99.0;0.2,926.0,1.0,555.0;;1;5500.0,16500.0,17500.0;0.0;0;
f_5c_turkey;14.48;;;4180.0;1719.0;1380.0;;444.0;20.0;99.0;0.2,926.0,1.0,555.0;;1;5500.0,16500.0,17500.0;0.0;0;
f_5e;14.68;8.14;17.28;4830.0;3375.0;1458.0;1.75;482.0;20.0;99.0;0.2,1203.0,1.0,463.0;-180000.0,390000.0;1;5500.0,16500.0,17500.0;0.0;0;22.0,-20.0,20.0,-19.0
f_5e_aidc;14.68;8.14;17.28;4830.0;3375.0;1458.0;1.75;482.0;20.0;99.0;0.2,1203.0,1.0,463.0;-180000.0,390000.0;1;5500.0,16500.0,17500.0;0.0;0;22.0,-20.0,20.0,-19.0
f_5e_fcu_thailand;14.68;8.14;17.28;4830.0;3375.0;1458.0;1.75;482.0;20.0;99.0;0.2,1203.0,1.0,463.0;-180000.0,390000.0;1;5500.0,16500.0,17500.0;0.0;0;22.0,-20.0,20.0,-19.0
f_5t_thailand;14.68;8.14;17.28;4830.0;3375.0;1458.0;1.75;482.0;20.0;99.0;0.2,1203.0,1.0,463.0;-180000.0,390000.0;1;5500.0,16500.0,17500.0;0.0;0;22.0,-20.0,20.0,-19.0
f_5th_thailand;14.68;8.14;17.28;4830.0;2858.0;1458.0;1.75;482.0;20.0;99.0;0.2,1203.0,1.0,463.0;-180000.0,390000.0;1;5500.0,16500.0,17500.0;0.0;0;22.0,-20.0,20.0,-19.0
f_6c_pakistan;12.54;;;5450.0;3910.0;;;577.0;0;33.0;0.2,700.0,0.33,500.0,1.0,450.0;;1;4100.0,11195.0,11600.0;0.0;0;
f_86em_greece;11.42;11.32;28.2;5178.0;1284.3;1170.0;1.2;350.0;20.0;33.0;0.1,620.4,1.0,350.4;-203792.0,390000.0;1;3000.0,7800.0,10000.0;0.0;0;17.1,-14.0,15.0,-17.0
fa_18a;17.1;11.5;37.98;10885.0;7462.0;1477.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-400000.0,810000.0;1;8500.0,13350.0,15000.0;0.0;0;38.0,-20.0,37.0,-22.0
fa_18a_hug_2_raaf;17.1;11.5;37.98;10885.0;7462.0;1477.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-400000.0,810000.0;1;8500.0,13350.0,15000.0;0.0;0;38.0,-20.0,37.0,-22.0
fa_18c_early;17.1;11.5;37.98;10885.0;7462.0;1477.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-400000.0,810000.0;1;8500.0,13350.0,15000.0;0.0;0;38.0,-20.0,37.0,-22.0
fa_18c_finland;17.1;11.5;37.98;10760.0;7462.0;1477.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-400000.0,810000.0;1;8500.0,13350.0,15000.0;0.0;0;38.0,-20.0,37.0,-22.0
fa_18c_late;17.1;11.5;37.98;11340.0;7462.0;1477.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-400000.0,810000.0;1;8500.0,13350.0,15000.0;0.0;0;38.0,-20.0,37.0,-22.0
fa_18c_late_switzerland;17.1;11.5;37.98;11430.0;7462.0;1477.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-470000.0,960000.0;1;8500.0,13350.0,15000.0;0.0;0;38.0,-20.0,37.0,-22.0
fa_18c_mlu_2_finland;17.1;11.5;37.98;11340.0;7462.0;1477.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-400000.0,810000.0;1;8500.0,13350.0,15000.0;0.0;0;38.0,-20.0,37.0,-22.0
fa_18d_late_malaysia;17.1;11.5;37.98;11710.0;7162.0;1477.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-400000.0,810000.0;1;8500.0,13350.0,15000.0;0.0;0;38.0,-20.0,37.0,-22.0
fa_18e_block_2;18.35;13.68;46.5;14500.0;15326.0;1497.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-495000.0,1150000.0;1;10350.0,17045.0,18045.0;0.0;0;38.0,-20.0,32.0,-22.0
fa_18f_block_2_raaf;18.35;13.68;46.5;14720.0;14899.0;1497.0;2.1;700.0;0;50.0;0.2,1218.0,1.0,463.0;-495000.0,1150000.0;1;10350.0,17045.0,18045.0;0.0;0;38.0,-20.0,32.0,-22.0
fairey_3f_mk3b;10.5;19.94;40.8;1749.0;363.0;400.0;0.6;400.0;20.0;33.0;0.1,520.4,1.0,320.4;-97020.0,97020.0;1;450.0,2350.0,2800.0;0.0;0;18.0,-15.0,17.0,-15.0
fau-1;7.75;;;1560.0;;;;;20.0;33.0;;;;;0.0;0;
fc_20_bis;12.18;16.0;35.96;5358.0;870.0;720.0;0.78;280.0;0;33.0;0.1,425.0,0.3,320.0,1.0,260.0;-161609.0,290896.0;1;600.0,2520.0,3000.0;0.0;0;17.0,-12.0,15.8,-18.5
ffa_p16;14.33;11.15;30.0;7037.0;1850.0;1212.0;1.0;450.0;20.0;33.0;0.1,550.0,1.0,400.0;-280000.0,486717.0;2;2500.0,8000.0,9000.0;0.0;0;17.1,-14.0,16.5,-17.0
ffvs_j22_a;7.8;10.0;16.0;2325.0;282.0;670.0;0.77;270.0;20.0;33.0;0.1,520.4,1.0,225.0;-85201.0,141950.0;1;450.0,2700.0,2850.0;0.0;0;17.5,-12.0,14.0,-12.0
ffvs_j22_b;7.8;10.0;16.0;2385.0;282.0;670.0;0.77;270.0;20.0;33.0;0.1,520.4,1.0,225.0;-85201.0,141950.0;1;450.0,2700.0,2850.0;0.0;0;17.5,-12.0,14.0,-12.0
fiat_cr42;8.257;;;1837.0;305.0;;;580.0;0;33.0;0.1,520.4,1.0,320.4;;;;0.0;0;
fiat_cr42_j11;8.257;;;1837.0;305.0;;;580.0;0;33.0;0.1,520.4,1.0,320.4;;;;0.0;0;
fiat_g50_seria2;8.03;10.99;17.0;1937.5;265.0;870.0;0.81;300.0;20.0;33.0;0.1,600.0,0.5,340.0,1.0,260.0;-71000.0,165000.0;1;600.0,2520.0,3000.0;0.0;0;17.0,-12.0,15.0,-19.0
fiat_g50_seria7as;8.03;10.99;17.0;2067.0;301.7;870.0;0.81;300.0;20.0;33.0;0.1,600.0,0.5,340.0,1.0,260.0;-71000.0,165000.0;1;600.0,2520.0,3000.0;0.0;0;17.0,-12.0,15.0,-19.0
fiat_g91_ps;10.415;;;3340.0;1256.0;;;345.0;20.0;33.0;0.1,620.4,1.0,345.0;;;;0.0;0;
fiat_g91_r1;10.415;;;3337.0;1256.0;;;345.0;20.0;33.0;0.1,620.4,1.0,345.0;;;;0.0;0;
fiat_g91_r3;10.415;;;3477.0;1256.0;;;345.0;20.0;33.0;0.1,620.4,1.0,345.0;;;;0.0;0;
fiat_g91_r4;10.415;;;3477.0;1256.0;;;345.0;20.0;33.0;0.1,620.4,1.0,345.0;;;;0.0;0;
fiat_g91_y;11.0;;;4350.0;2520.0;;;371.0;20.0;33.0;0.1,620.4,1.0,371.0;;;;0.0;0;
fiat_g91_ys;11.0;;;4350.0;2520.0;;;371.0;20.0;33.0;0.1,620.4,1.0,371.0;;;;0.0;0;
firebrand_tf4;11.91;;;5970.0;771.0;;;300.0;20.0;33.0;0.3,420.0,1.0,250.0;;;;0.0;0;
firefly_mk1;11.46;;;4670.0;617.0;;;270.0;20.0;33.0;0.0,700.0,0.2,600.0,0.3,330.0,1.0,242.0;;;;0.0;0;
firefly_mk5;11.46;;;5273.0;509.84;;;280.0;20.0;33.0;0.0,700.0,0.2,600.0,0.3,330.0,1.0,250.0;;;;0.0;0;
fj_4b;11.07;;;6695.0;2591.0;;;435.0;20.0;33.0;0.1,620.4,1.0,435.0;;;;0.0;0;
fokker_d21_mod20;8.11;11.0;15.8;1642.0;270.0;735.0;0.78;290.0;0;33.0;0.1,380.0,0.5,280.0,1.0,240.0;-60332.0,140774.0;1;600.0,2750.0,3100.0;0.0;0;16.5,-12.0,15.0,-14.0
fokker_d21_netherlands;8.11;11.0;15.8;1577.0;270.0;735.0;0.78;290.0;0;33.0;0.1,380.0,0.5,280.0,1.0,240.0;-60332.0,140774.0;1;600.0,2750.0,3100.0;0.0;0;16.5,-12.0,15.0,-14.0
fokker_d21_serie3_finland;8.11;11.0;15.8;1577.0;270.0;735.0;0.78;290.0;0;33.0;0.1,380.0,0.5,280.0,1.0,240.0;-60332.0,140774.0;1;600.0,2750.0,3100.0;0.0;0;16.5,-12.0,15.0,-14.0
fokker_d23;10.0;11.5;18.0;2323.0;290.0;645.0;0.85;285.0;20.0;33.0;0.1,450.0,0.5,340.0,1.0,280.0;-101062.0,134750.0;2;800.0,2600.0,2750.0;0.0;0;17.57,-17.7,16.0,-15.0
fokker_d7;6.95;8.9;20.5;705.0;64.8;500.0;0.7;500.0;20.0;33.0;0.1,520.4,1.0,320.4;-46107.0,101435.0;1;600.0,1600.0,2000.0;0.0;0;18.0,-15.0,17.0,-15.0
fokker_g1a;11.5;17.16;38.3;3810.0;702.0;610.0;0.65;280.0;20.0;33.0;0.1,350.0,1.0,230.0;-103005.0,269500.0;2;600.0,2750.0,3100.0;0.0;0;16.5,-12.0,15.0,-14.0
